StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Attitude_1_1,Attitude_2_1,Benefit_1_1,Benefit_2_1,Risk_1_1,Risk_2_1,Q9,Q10,Q11,Q12,Q13,Info_Info_1,Info_Info_2,Info_Info_3,Info_Info_4,Info_Info_5,Info_Info_6,Info_Info_7,Info_Info_8,Info_Info_9,Info_Info_10,Info_Info_11,Info_Info_12,Info_Cred_1,Info_Cred_2,Info_Cred_3,Info_Cred_4,Info_Cred_5,Info_Cred_6,Info_Cred_7,Info_Cred_8,Info_Cred_9,Info_Cred_10,Info_Cred_11,Info_Cred_12,Info_Cred_13,H_Num1,H_Num2,H_Num3,H_Num4,H_Num5,Q22,id,eqtid
2022/11/1 12:57,2022/11/1 13:02,0,171.6.225.116,100,324,1,2022/11/1 13:02,R_2dEkzjs56Dc7m2q,,,,,9.1308,99.3628,anonymous,JA,0,0,1,1,1,1,1,1,3,5,1,1,5,5,2,1,2,1,2,7,7,7,7,7,7,4,5,4,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,,JAnh3KJ0fSWA,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:00,2022/11/1 13:03,0,218.251.18.230,100,160,1,2022/11/1 13:03,R_3EWpNivkSZyF1o2,,,,,34.8066,134.6952,anonymous,JA,3,0,1,4,4,5,4,4,3,3,3,2,3,3,4,3,3,3,1,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,5,1,3,2,3,1,,VpXJiF5D4kua,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:52,2022/11/1 13:03,0,180.10.191.4,100,676,1,2022/11/1 13:03,R_V2KxAFYX5vvf6p3,,,,,35.179,136.8939,anonymous,JA,3,0,1,6,5,4,4,3,1,1,5,4,2,1,3,3,3,4,1,5,5,5,5,2,5,5,5,1,3,2,3,5,5,6,5,4,5,1,5,5,4,3,1,1,4,2,2,2,4,とくにない,ePzaMrwtzv0U,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:47,2022/11/1 13:04,0,126.88.76.186,100,1023,1,2022/11/1 13:04,R_1GIH5fpNY0Cjc11,,,,,35.6435,139.6816,anonymous,JA,3,0,1,5,5,4,3,5,2,3,3,4,3,2,2,2,2,1,5,5,6,4,4,4,4,5,6,6,4,4,2,5,5,4,4,4,5,1,6,6,6,3,2,3,4,2,2,1,4,特になし,3cW88QMv8Mte,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:58,2022/11/1 13:04,0,1.66.32.66,100,346,1,2022/11/1 13:04,R_AhAAQaOuFWjTfQR,,,,,35.6897,139.6895,anonymous,JA,3,0,0,4,5,3,4,5,2,2,4,3,3,3,4,3,3,2,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,1,4,4,5,4,4,4,4,2,3,2,4,,EnU6pba2Vpgj,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:01,2022/11/1 13:04,0,118.241.251.82,100,189,1,2022/11/1 13:04,R_DubcO0SNTcCyWiJ,,,,,35.6893,139.6899,anonymous,JA,3,0,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,4,,bhsn5vMyCua7,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:57,2022/11/1 13:05,0,220.153.125.32,100,464,1,2022/11/1 13:05,R_2rUibFIE4oqL6zm,,,,,34.6879,135.8144,anonymous,JA,4,0,0,7,4,5,3,4,2,2,4,4,4,2,3,2,2,3,5,6,5,6,5,5,5,2,2,2,4,2,2,6,6,6,4,3,6,1,4,2,4,4,4,4,4,2,3,2,4,ない,fO3GpSgek6nq,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:01,2022/11/1 13:06,0,133.78.101.167,100,290,1,2022/11/1 13:06,R_2TYI3HJ1IvbNIGA,,,,,35.6887,139.745,anonymous,JA,2,0,1,5,2,4,6,2,3,3,4,4,3,3,2,2,2,2,1,5,5,5,4,5,5,4,4,4,4,4,4,5,5,4,5,5,5,1,2,2,5,2,2,2,4,2,3,2,2,,8bUyqCw0QG0y,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:59,2022/11/1 13:07,0,118.158.44.91,100,538,1,2022/11/1 13:08,R_1CsFrChooQsWqpA,,,,,35.7634,139.53,anonymous,JA,0,0,0,2,1,2,7,4,3,3,2,2,5,3,5,5,5,5,5,4,4,1,4,3,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,2,4,,6wPI5RRUvPX3,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:03,2022/11/1 13:09,0,220.254.0.126,100,386,1,2022/11/1 13:09,R_Ov8gmQAHDhpE9c5,,,,,36.6352,138.1794,anonymous,JA,0,0,0,5,2,3,4,3,3,3,3,4,3,3,3,2,3,2,1,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,4,3,4,3,4,3,1,2,3,2,4,特になし,c7yy8048m8WV,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:04,2022/11/1 13:10,0,112.68.124.239,100,333,1,2022/11/1 13:10,R_2Csug0elOWkO7O7,,,,,34.6922,135.1816,anonymous,JA,3,1,1,7,7,4,4,7,3,3,4,4,2,1,4,4,3,3,2,4,6,5,4,4,4,5,4,5,4,4,2,4,5,4,4,4,4,1,4,4,4,3,4,4,4,2,2,2,2,,XykLZqQ5js4T,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:04,2022/11/1 13:11,0,116.65.100.103,100,399,1,2022/11/1 13:11,R_9QDUo3EBXK7Q7xn,,,,,35.7516,139.7044,anonymous,JA,0,0,1,1,1,1,1,1,5,5,1,1,5,5,2,1,2,2,2,2,1,2,6,6,7,2,1,2,6,6,7,2,2,2,6,4,6,1,3,2,4,5,6,6,4,2,2,2,4,,pWXzUsCHowy5,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:06,2022/11/1 13:15,0,61.27.17.136,100,485,1,2022/11/1 13:15,R_12rjtN0UpbVc8UN,,,,,43.0456,141.3522,anonymous,JA,3,0,1,5,5,3,3,4,2,3,4,3,4,2,4,2,3,3,2,4,3,5,4,4,4,4,4,4,3,2,3,5,5,5,5,5,5,1,4,5,6,3,3,3,4,2,3,2,2,,p1Mb7oLGneZ9,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:08,2022/11/1 13:15,0,124.215.59.1,100,432,1,2022/11/1 13:15,R_3D7KqQr79Y9Cld9,,,,,35.4343,139.6466,anonymous,JA,0,0,1,1,1,1,1,1,1,5,1,1,5,5,2,2,2,1,6,4,4,7,4,7,4,1,1,1,4,6,4,4,4,7,6,7,5,1,1,2,1,4,4,4,4,2,3,2,2,,LArE9cHsJpuu,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:06,2022/11/1 13:16,0,61.228.83.248,100,556,1,2022/11/1 13:16,R_4IQbAGzZluxAHwB,,,,,25.0504,121.5324,anonymous,JA,3,0,0,6,5,5,5,7,1,1,5,5,5,1,4,4,4,4,1,5,5,5,5,5,5,2,4,5,4,5,3,4,4,4,4,4,4,1,3,3,4,3,3,2,4,2,3,2,2,,5k8PFnNdSNnG,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:08,2022/11/1 13:17,0,218.42.4.231,100,517,1,2022/11/1 13:17,R_3lABFBKc0lluwPd,,,,,34.6837,135.5236,anonymous,JA,0,0,1,2,1,2,2,1,3,4,2,2,5,4,3,3,3,3,5,4,4,4,5,5,5,3,4,3,5,5,4,4,4,4,5,4,5,1,4,4,3,5,5,5,1,2,3,2,2,,38wxOr6rEYEB,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:53,2022/11/1 13:20,0,59.170.172.240,100,1610,1,2022/11/1 13:20,R_1FlB8MBMPKGreJb,,,,,33.4702,130.6035,anonymous,JA,0,0,1,5,1,3,3,2,4,3,3,3,4,2,3,3,3,4,5,4,4,5,5,4,5,4,4,4,5,4,4,5,4,4,4,4,5,1,4,4,4,5,4,4,4,3,2,2,2,最後の数学的計算は苦手なので無くして欲しいです。,WJXVh621r2VW,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:05,2022/11/1 13:20,0,153.228.212.230,100,929,1,2022/11/1 13:20,R_1gLmP2gIsg7Q88h,,,,,34.6947,135.5,anonymous,JA,0,0,0,1,1,1,1,7,1,3,1,1,1,3,5,3,1,5,5,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,3,2,2,4,特になし,rU6Db8pruNp3,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:16,2022/11/1 13:23,0,126.207.137.52,100,445,1,2022/11/1 13:23,R_1Rm7TrEFuagb5x7,,,,,34.6886,135.1959,anonymous,JA,3,0,1,6,7,5,5,4,1,1,3,3,4,2,4,5,5,5,1,5,6,6,5,5,6,4,5,4,5,5,2,6,4,5,6,5,4,5,5,5,5,5,4,3,4,2,2,1,2,,TiP1ApogxMUV,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:14,2022/11/1 13:25,0,133.106.140.99,100,672,1,2022/11/1 13:25,R_22DhSwzvZNY1olH,,,,,35.8292,139.6789,anonymous,JA,2,0,0,4,2,3,4,4,1,3,2,3,4,3,4,4,4,3,6,7,7,4,4,2,5,4,5,1,3,4,4,5,5,5,4,5,4,1,5,5,5,4,5,5,4,2,3,2,1,,9YftZQKjcC83,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:19,2022/11/1 13:27,0,180.44.193.114,100,494,1,2022/11/1 13:27,R_1eDhFJ17Ll8X7Pz,,,,,35.0203,135.7602,anonymous,JA,3,0,1,6,5,5,3,6,1,1,3,5,4,1,4,3,4,3,5,6,6,5,4,5,4,4,3,3,6,2,2,6,4,5,3,4,3,1,3,4,3,6,3,3,1,2,2,2,3,最後が難しかった,fiGQiKJeZWjD,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:22,2022/11/1 13:29,0,218.220.172.178,100,378,1,2022/11/1 13:29,R_2AEisrljNkeHFnZ,,,,,34.5108,135.5454,anonymous,JA,3,1,1,1,1,7,4,1,3,5,1,3,5,5,2,2,2,2,5,3,1,1,7,1,4,3,1,2,7,7,2,2,4,1,1,3,4,1,4,1,1,2,3,3,1,3,3,1,2,わかりにくい,UmT9JhtKjBgO,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:26,2022/11/1 13:29,0,49.104.38.120,100,186,1,2022/11/1 13:29,R_3sbkVpEcIg2UgK4,,,,,34.6837,135.5236,anonymous,JA,2,0,1,3,3,2,5,3,2,3,4,3,2,3,3,3,3,3,2,3,4,2,4,3,4,4,5,5,4,3,5,3,5,2,3,1,3,5,4,6,4,4,5,3,4,2,3,2,1,特になし,zYXpqpg1Djgb,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:24,2022/11/1 13:30,0,1.75.3.116,100,364,1,2022/11/1 13:30,R_xa9DYyI774m1XPz,,,,,35.6893,139.6899,anonymous,JA,3,0,1,7,7,4,4,7,1,1,4,5,4,5,4,4,4,3,5,6,5,6,6,7,5,1,5,2,4,1,6,6,6,4,6,5,4,5,5,5,6,6,6,3,4,3,3,2,2,コロナは怖い,87efapwRhqzX,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:19,2022/11/1 13:32,0,180.9.105.71,100,785,1,2022/11/1 13:32,R_1IR9NMmIPU6XIAo,,,,,34.9702,138.3935,anonymous,JA,4,0,0,6,4,5,4,5,1,2,3,4,3,3,2,2,2,3,5,5,6,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,,eVPB0ZD58ZKB,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:30,2022/11/1 13:33,0,219.117.58.130,100,214,1,2022/11/1 13:33,R_3hllmqpSlflUMOS,,,,,33.5445,130.4807,anonymous,JA,3,0,0,2,4,2,4,2,3,3,3,3,2,3,3,4,3,3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,2,3,2,3,特にありません,zXjqtpGwUPhX,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:31,2022/11/1 13:34,0,49.96.30.2,100,176,1,2022/11/1 13:34,R_1NfZSMyhiKRlLhe,,,,,35.6893,139.6899,anonymous,JA,0,0,1,4,4,4,4,3,3,3,3,3,4,2,3,2,2,3,5,3,4,4,3,5,4,4,4,4,1,2,3,4,4,5,4,4,4,5,4,5,4,5,2,3,1,2,2,1,2,,FdEaRxRnUS3F,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:28,2022/11/1 13:36,0,123.218.72.9,100,495,1,2022/11/1 13:37,R_3QKrjgh38Xfx4Uw,,,,,36.3093,139.8002,anonymous,JA,3,0,1,6,6,2,6,5,2,2,4,3,4,3,4,4,4,4,1,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,5,5,1,4,4,4,4,4,4,4,2,3,2,2,,rlrtDYJXIK7R,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:25,2022/11/1 13:37,0,14.13.137.64,100,715,1,2022/11/1 13:37,R_2WO0dNcPoa3ptph,,,,,34.6886,135.1959,anonymous,JA,0,0,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,,s8pAo4jyDF2I,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:22,2022/11/1 13:43,0,14.13.129.64,100,1217,1,2022/11/1 13:43,R_1OQ2lGTwwFAiiRG,,,,,34.6922,135.1816,anonymous,JA,2,0,0,1,1,1,1,1,5,5,1,1,5,5,2,2,2,4,1,2,1,4,1,4,4,1,2,1,7,7,2,2,1,1,4,1,4,1,1,4,4,7,7,7,4,2,3,2,2,,hJK6Hl5bJspC,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:30,2022/11/1 13:43,0,14.13.4.33,100,786,1,2022/11/1 13:43,R_3IStRyBSVsiW2A8,,,,,34.3929,132.4542,anonymous,JA,3,0,1,4,3,3,6,4,1,3,3,3,4,2,2,3,2,2,1,6,5,4,5,5,6,4,5,5,4,4,2,3,3,3,5,6,5,1,5,4,6,2,1,2,4,3,3,2,2,特にない,b8ibYYLkNqi6,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:39,2022/11/1 13:44,0,49.96.243.116,100,337,1,2022/11/1 13:44,R_25NorkZLLQgMTIB,,,,,35.6893,139.6899,anonymous,JA,3,0,1,2,1,1,3,1,2,4,2,2,4,3,2,2,2,3,5,4,5,4,5,4,5,4,4,5,5,5,4,5,4,4,5,4,5,1,4,3,4,6,5,4,4,2,3,2,2,,SkV0mmI2TldX,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:40,2022/11/1 13:46,0,49.98.160.230,100,375,1,2022/11/1 13:46,R_12l2dRBOK4GsoRZ,,,,,35.4343,139.6466,anonymous,JA,2,0,1,6,4,5,3,4,2,2,3,4,2,1,4,3,3,3,2,6,6,5,5,3,5,3,5,2,2,2,1,6,5,5,5,5,5,1,4,5,5,4,2,4,4,2,3,2,4,,HaYGDmhmlyWo,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:42,2022/11/1 13:52,0,1.72.4.157,100,561,1,2022/11/1 13:52,R_1g5bwWRfCAWnyzj,,,,,35.6893,139.6899,anonymous,JA,0,0,0,1,1,1,2,1,4,5,1,1,5,5,1,1,2,1,2,4,4,6,4,4,4,1,3,4,4,4,5,2,2,4,4,4,5,1,5,4,5,5,5,6,4,1,3,2,2,,dOxeXuNJEqcv,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:48,2022/11/1 13:54,0,60.85.60.171,100,373,1,2022/11/1 13:54,R_vH97i7vtNAQGxIB,,,,,35.6893,139.6899,anonymous,JA,3,1,1,5,4,4,5,4,2,2,4,4,4,3,2,3,3,3,2,4,4,4,4,4,4,4,4,5,4,4,3,3,3,4,3,4,5,1,4,3,5,4,3,3,4,1,2,1,2,,NNETntw0MHW0,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:51,2022/11/1 13:54,0,111.239.182.146,100,206,1,2022/11/1 13:54,R_sYxnvynzGh7g62t,,,,,35.7283,139.7219,anonymous,JA,0,0,1,5,1,2,3,2,2,3,2,2,5,4,2,3,3,2,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,,2gzfV25nPfw6,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:48,2022/11/1 13:56,0,150.66.125.24,100,484,1,2022/11/1 13:56,R_3hmUrqPWqYwm0ZS,,,,,35.6897,139.6895,anonymous,JA,4,0,0,6,6,2,4,4,2,2,2,4,3,2,4,3,3,3,1,4,3,4,4,4,2,2,4,2,3,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,3,2,2,なし,6S0codGEuLIM,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:44,2022/11/1 13:58,0,121.117.187.97,100,809,1,2022/11/1 13:58,R_1H2DpCE9hTvIkDq,,,,,42.9328,143.2085,anonymous,JA,4,1,1,4,6,6,2,2,4,4,2,3,5,4,2,2,2,2,5,5,2,4,5,5,5,6,3,5,5,2,4,6,2,6,5,5,5,1,5,4,6,6,5,4,4,4,2,2,2,難しくてわからない,s2zPe7imCojp,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:54,2022/11/1 13:58,0,163.131.151.55,100,257,1,2022/11/1 13:58,R_3HCdBuoH0g1p5rf,,,,,35.703,139.8308,anonymous,JA,3,0,1,5,1,1,4,4,1,2,3,3,4,3,2,4,4,5,5,6,6,6,4,5,4,2,5,1,5,4,5,5,5,5,5,5,5,1,3,4,4,5,4,4,4,2,3,1,1,,UN8ggIJ6wXMr,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:51,2022/11/1 13:58,0,124.102.116.199,100,436,1,2022/11/1 13:58,R_1CDEz96vvLDLT2o,,,,,35.4706,139.632,anonymous,JA,0,0,1,6,1,3,4,2,3,3,2,4,5,3,4,3,3,2,3,4,4,5,4,5,5,2,6,5,4,4,4,4,4,5,3,4,5,1,2,1,6,5,4,4,4,2,3,2,4,,AxM10OlK6uFG,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:46,2022/11/1 13:59,0,221.115.244.2,100,834,1,2022/11/1 13:59,R_2sbe7gxcULe6Ve2,,,,,35.6056,140.1237,anonymous,JA,3,0,0,6,6,7,5,5,2,1,4,4,4,4,4,4,3,3,5,1,3,5,3,4,3,4,5,4,3,2,4,5,5,4,4,4,5,1,4,6,5,4,4,5,1,3,3,2,2,,xSeIFU7MvNs3,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:48,2022/11/1 14:01,0,133.106.154.149,100,830,1,2022/11/1 14:01,R_10ZNrF9MVIMJP3b,,,,,35.4643,139.6262,anonymous,JA,4,0,0,6,6,6,3,7,1,1,4,4,4,2,4,4,4,4,1,6,5,4,5,6,5,4,6,5,5,4,3,6,6,5,7,5,5,1,4,5,2,5,3,5,2,3,3,2,3,,MUYCobliuS70,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:00,2022/11/1 14:03,0,133.204.208.128,100,216,1,2022/11/1 14:03,R_OpzP9UbpDgDFCet,,,,,36.5024,138.1218,anonymous,JA,4,0,0,7,7,5,4,5,1,1,5,5,3,2,5,5,5,5,5,7,7,7,4,7,5,7,3,4,4,5,4,4,4,3,4,5,5,4,4,4,4,4,5,4,1,2,2,1,1,,pELhOAmxz1gY,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:52,2022/11/1 14:03,0,126.28.108.57,100,659,1,2022/11/1 14:03,R_qxAvcDkRP9DjBcd,,,,,34.6922,135.1816,anonymous,JA,3,0,0,7,7,7,1,7,1,1,5,5,1,1,2,2,2,3,5,7,7,7,4,4,5,7,7,7,4,3,4,6,5,6,5,5,6,1,6,5,7,4,2,4,4,2,2,2,2,特になし,Q3CKnWuItrre,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:51,2022/11/1 14:04,0,153.131.133.6,100,745,1,2022/11/1 14:04,R_2QAr1ieXZ3XM95o,,,,,32.7481,129.8816,anonymous,JA,4,0,1,7,7,5,6,6,1,1,4,5,2,1,2,3,3,3,5,6,6,4,3,1,3,1,2,1,1,1,1,5,6,4,3,5,4,1,3,3,1,3,1,1,4,2,2,2,4,,eAutWS1XmYQt,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:55,2022/11/1 14:04,0,222.228.4.202,100,547,1,2022/11/1 14:04,R_2TS1xRcrsMNqG65,,,,,43.0459,141.3543,anonymous,JA,4,0,1,4,7,4,5,7,1,2,3,3,4,2,5,4,4,4,5,4,4,4,5,5,5,4,4,4,3,3,3,5,5,5,5,5,5,1,4,4,5,4,4,3,4,2,3,1,2,,CBB8mOisMesU,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:00,2022/11/1 14:05,0,116.70.254.107,100,278,1,2022/11/1 14:05,R_wNz9KRL1eo88RLb,,,,,33.2476,130.2962,anonymous,JA,3,0,1,5,5,4,5,5,2,3,3,4,4,2,2,3,3,2,1,5,5,4,5,5,5,4,4,5,5,5,4,5,5,4,5,5,5,1,4,4,5,5,5,4,4,3,1,1,2,,zRDg5gXHKEqJ,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:01,2022/11/1 14:05,0,61.194.135.118,100,270,1,2022/11/1 14:05,R_87f4pvtutodjHm9,,,,,35.0982,138.8614,anonymous,JA,2,1,1,4,2,4,6,4,2,2,3,3,4,3,2,3,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,特にない,ITf3BfAtH8UI,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:02,2022/11/1 14:05,0,222.7.88.61,100,204,1,2022/11/1 14:05,R_5yEjFpObmDpQeKl,,,,,35.9487,139.8797,anonymous,JA,4,0,0,6,6,6,5,5,4,3,3,3,4,4,2,3,3,3,1,3,2,2,3,2,2,2,3,3,2,4,2,5,3,3,3,4,3,4,4,4,3,3,3,3,4,2,1,1,3,とくにない,doWlMxGyRMOM,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:59,2022/11/1 14:08,0,111.97.82.251,100,534,1,2022/11/1 14:08,R_2rj8J0MHJM0WrNy,,,,,33.5908,130.4037,anonymous,JA,2,0,0,7,4,4,2,5,2,3,4,5,3,2,4,2,2,2,3,5,5,6,5,5,4,5,5,5,4,3,4,6,6,5,5,4,4,1,5,6,5,5,4,4,4,2,3,2,1,私にはときどき　難解で理解できない文章がありました,R6XZJN3JG0UU,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:41,2022/11/1 14:11,0,59.168.177.174,100,1782,1,2022/11/1 14:11,R_1IYSIqk2E4xM3U3,,,,,35.6893,139.6899,anonymous,JA,3,0,0,5,4,4,5,6,1,1,4,3,3,3,4,5,5,5,3,3,4,3,3,3,3,4,3,2,4,3,4,4,3,4,4,4,4,1,4,4,4,3,2,2,3,4,2,2,2,過剰なマスコミの操作や人に流されないようにしていきたいと思っています。,1rUe7dH9YMSP,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:09,2022/11/1 14:13,0,153.242.201.11,100,233,1,2022/11/1 14:13,R_3Glb9Naw5QowHnF,,,,,35.6907,139.8767,anonymous,JA,0,0,1,4,1,3,4,4,4,4,2,4,4,4,2,4,4,3,5,5,5,5,5,6,5,6,6,6,7,6,7,7,7,6,6,7,6,6,7,6,7,6,6,5,4,2,3,1,1,,ION8pA1bbJIE,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 13:58,2022/11/1 14:13,0,175.134.203.19,100,926,1,2022/11/1 14:13,R_tPVegIWN9molzpf,,,,,35.8566,139.9185,anonymous,JA,0,0,0,2,2,2,2,2,3,4,1,1,5,5,2,2,2,1,2,2,2,4,6,6,5,1,6,2,6,6,6,4,3,4,6,6,6,1,6,6,5,5,6,5,4,3,3,2,2,コロナのワクチン接種とコロナ感染リスクを確率で判断している人を評価するアンケートですね,76cA3SFUDohP,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:06,2022/11/1 14:15,0,133.149.85.28,100,490,1,2022/11/1 14:15,R_3nde1qpPsoCqOED,,,,,35.179,136.8939,anonymous,JA,3,0,0,7,7,5,3,7,1,1,5,5,1,1,4,2,1,3,5,5,5,5,5,5,5,4,4,4,3,1,4,7,6,7,7,7,7,1,5,4,4,5,1,3,4,2,3,2,2,,8aQH6oS6geIb,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:05,2022/11/1 14:16,0,1.75.228.24,100,657,1,2022/11/1 14:16,R_da7UV5m5OWdrJS1,,,,,35.4343,139.6466,anonymous,JA,0,0,0,1,1,1,1,1,3,5,1,1,5,5,3,2,2,2,1,1,2,1,7,4,5,1,1,1,7,7,7,2,2,2,6,2,3,1,2,1,1,7,7,7,4,2,3,2,3,特になし,xsqqYHZMdSaQ,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:16,2022/11/1 14:20,0,126.182.33.148,100,251,1,2022/11/1 14:20,R_vuC3RD3dFaKdh17,,,,,35.6897,139.6895,anonymous,JA,2,1,1,4,3,2,3,2,2,3,4,4,3,4,1,2,2,2,5,6,5,4,5,1,6,4,3,2,3,2,5,4,5,2,6,2,4,1,5,2,4,3,2,3,4,2,3,1,4,,xb648tiMw2wc,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:15,2022/11/1 14:22,0,223.223.32.157,100,447,1,2022/11/1 14:22,R_1mXeNPug3fO5Jtt,,,,,34.4031,132.4601,anonymous,JA,0,0,0,1,1,1,4,1,3,3,1,1,5,5,2,3,3,4,2,2,4,4,4,4,4,2,6,4,5,4,6,2,2,4,2,4,2,1,2,6,4,5,4,4,4,2,3,2,4,ワクチンの有無によって旅行費用が減額されたりするのは間違っていると思う。,UhGJ5vrs8d77,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:14,2022/11/1 14:25,0,133.106.150.235,100,612,1,2022/11/1 14:25,R_3MMUVTuPt2utC4P,,,,,35.4343,139.6466,anonymous,JA,0,0,1,5,4,4,2,3,2,4,2,3,4,3,4,3,3,2,2,4,4,4,5,4,5,3,4,5,4,4,3,4,4,4,4,4,5,1,3,4,5,4,4,2,4,2,3,2,1,,b8XUWTKXSIM1,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 14:25,2022/11/1 14:27,0,219.109.242.238,100,130,1,2022/11/1 14:27,R_2zMbSq4Itnn6vT7,,,,,34.4899,136.6942,anonymous,JA,2,0,1,3,2,3,4,2,3,3,2,2,4,4,3,2,2,2,5,5,3,3,3,3,2,3,4,4,3,3,4,3,5,5,4,3,3,5,5,3,3,5,5,4,1,2,3,1,1,,csFj8Iuz3aDk,fe7495ade47184a0c00172174b0db134d5040a8a
